category,headline,links,short_description,keywords,predicted_category
PARENTING,A Movement To Finally End The 'Mommy Wars'?,https://www.huffingtonpost.com/entry/ending-the-mommy-wars_us_5b9bb5c0e4b03a1dcc79c584,"Without two opposing sides, there is no war. By passively conceding, and then refusing to take up arms, we will effectively suck every bit of possible dramatic tension right out of their planned, profit-driven story arc.",ending-the-mommy-wars,POLITICS
PARENTING,Maudsley Method For Anorexia Treatment Puts Parents In Control Of Their Child's Recovery,https://www.huffingtonpost.com/entry/maudsley-method_us_5b9d7db2e4b03a1dcc88abbb,"Brown, and other Maudsley believers like Ranalli, say the method gave them what they could not find at a time when their",maudsley-method,PARENTING
PARENTING,Submit the Documentary: The Reality of Cyberbullying,https://www.huffingtonpost.com/entry/submit-the-documentary-th_us_5b9d9f1ee4b03a1dcc8a5a88,"Submit the Documentary was recently released online to help ignite discussions about bullying and cyberbullying. Watch this educational film today and pass it on to your friends, family, school and community.",submit-the-documentary-th,PARENTING
PARENTING,Whatever Happens Next,https://www.huffingtonpost.com/entry/whatever-happens-next_us_5b9d7d61e4b03a1dcc88a40f,"I'm on a road trip with my son, Adam. We're driving 1,265 miles over four days, from California, where he's lived his whole life, to New Mexico, where he'll live for the next four years while he attends college.",whatever-happens-next,TRAVEL
PARENTING,How Does She Do It?  10 Pieces Of Advice For Hectic Parents,https://www.huffingtonpost.com/entry/mom-shortcuts-timesaving-tips_us_5b9b76e0e4b03a1dcc77cfe1,"My life may seem glamorous with its endless routine of carpools, play dates, and half-asleep coffee breaks at the neighborhood latte joint, but to be able to maintain an outward appearance of order I have developed a few shortcuts.",mom-shortcuts-timesaving-tips,PARENTING
PARENTING,Are You Sending Messages of Competence to Your Children?,https://www.huffingtonpost.com/entry/are-you-sending-messages_us_5b9d98bce4b03a1dcc89f858,Messages of Incompetence Competence is so important because it provides the foundation on which children feel able to act,are-you-sending-messages,PARENTING
PARENTING,A Shopping Mall In Australia Has Flat Out Banned Your Screaming Kids,https://www.huffingtonpost.comhttp://www.mommyish.com/2013/02/20/banned-kids/#ixzz2LXsWNo6e,All those among us who have ever had to drag a screaming 2-year-old from the floor of a Target or have been faced with quieting,,PARENTING
PARENTING,Little Girl's Drawing Of Mom Is Probably Completely Accurate (PHOTO),https://www.huffingtonpost.com/entry/little-girls-drawing-of-mom-with-wine_us_5b9d0f56e4b03a1dcc84246b,"Assignment: Write one sentence about a family member, and draw a picture of it. So, this kid pretty much nailed it. She clearly",little-girls-drawing-of-mom-with-wine,PARENTING
PARENTING,Why My Daughter Will Never Wear a Bikini,https://www.huffingtonpost.com/entry/bikini_us_5b9b883be4b03a1dcc785fc1,We are defining attractive for our own kids both in what we wear and what we buy them.,bikini,PARENTING
PARENTING,The 3 Stages Of Realizing You're Not Getting Ice Cream,https://www.huffingtonpost.com/entry/three-stages-of-no-ice-cream_us_5b9d75bee4b03a1dcc88429a,"Anger.                             Disbelief.                             Regret. If you don't eat dinner, you're not",three-stages-of-no-ice-cream,FOOD & DRINK
PARENTING,What Are The Olympics Teaching Your Kids About Food?,https://www.huffingtonpost.com/entry/what-are-the-olympics-tea_us_5b9ddd55e4b03a1dcc8de649,What's the message of these ads? That if you eat enough Chicken McNuggets you'll become a Olympian? That taking a bite of fast food is somehow as thrilling as receiving the highest athletic honor awarded on an international stage?,what-are-the-olympics-tea,FOOD & DRINK
PARENTING,Dad And Son Superhero Team Spotted At Hardware Store (PHOTO),https://www.huffingtonpost.com/entry/dad-and-son-superheroes_us_5b9cc21ee4b03a1dcc819379,"UPDATE: CTV News located the dad and son in the photo. Though they wish to remain anonymous, mom confirms that she was the",dad-and-son-superheroes,PARENTING
PARENTING,"Mr. Rogers, Evil? Really?",https://www.huffingtonpost.com/entry/mr-rogers-evil-really_us_5b9d5388e4b03a1dcc86ac73,"Our children are special, and our love for them is unconditional. Over time, we help them learn that success (and happiness) is earned -- by sustaining good relationships and hard work. Fred Rogers would undoubtedly agree.",mr-rogers-evil-really,WELLNESS
PARENTING,Kids Reenact The 2014 Oscar-Nominated Movies And Everyone Is A Winner,https://www.huffingtonpost.com/entry/kids-reennact-the-2014-oscar-nominations_us_5b9de294e4b03a1dcc8e2af2,"If you didn't see all of the 2014 Oscar-nominated movies, do not fret. Mom.me and Cinefix combined forces to create an Oscar",kids-reennact-the-2014-oscar-nominations,ENTERTAINMENT
PARENTING,"Are You A New Girl, A Broke Girl ... Or Just an Old Broke-Down Girl?",https://www.huffingtonpost.com/entry/role-models_us_5b9b85e8e4b03a1dcc784e75,"I distinctly remember turning eight years old and being ecstatic that I was officially halfway to 16. 16 was the age of Elizabeth and Jessica Wakefield, the Sweet Valley High twins.",role-models,PARENTING
PARENTING,When You Should Really Start Talking To Kids About Sex,https://www.huffingtonpost.com/entry/talking-to-kids-about-sex_us_5b9de957e4b03a1dcc8e9043,One of the topics was how and when to talk about sex. Levkoff said it's never too early for open and honest conversations,talking-to-kids-about-sex,PARENTING
PARENTING,Sharing More than Attention with Siblings,https://www.huffingtonpost.com/entry/sibling-rivalry_us_5b9c230be4b03a1dcc7c8ee3,"I have a twin... sort of. He's taller, blonder and better at math than me. He's also nine years my junior.",sibling-rivalry,PARENTING
PARENTING,"The Complexities Of Love And Attraction, Showcased By Babies",https://www.huffingtonpost.com/entry/baby-love-story_us_5b9ddd6ee4b03a1dcc8de8b8,"Audrey Vigo, 1, and 10-month-old Noah Sutton are somewhat of a thing, Noah's dad told Good Morning America. But the older",baby-love-story,PARENTING
PARENTING,The Official 'Are You Lost in Suburbia?' Quiz,https://www.huffingtonpost.com/entry/the-official-are-you-lost-in-suburbia-quiz_us_5b9da74ae4b03a1dcc8adefa,"I came up with a quiz you can take to find out if you are Lost in Suburbia and, if so, just how lost you really are and what you can do about it.",the-official-are-you-lost-in-suburbia-quiz,WELLNESS
PARENTING,5 Incredibly Annoying Parenting Terms,https://www.huffingtonpost.com/entry/annoying-parenting-terms_us_5b9c82ece4b03a1dcc7f53cc,"Before I became a mom I was blissfully unaware of parenting terminology.  I naively assumed that when you have a baby, you simply become a mom. Needless to say, I was wrong.",annoying-parenting-terms,PARENTING
PARENTING,Why Are Young Children Helpful?,https://www.huffingtonpost.com/entry/helping_us_5b9c5b4ce4b03a1dcc7e0734,"Little kids like to help out. An easy way to engage a toddler in play is to start to work on something and make it look like you need help. Often, they will come over immediately and work to help you with whatever you are doing.",helping,PARENTING
PARENTING,Is Breastmilk Not Actually Superior to Formula?,https://www.huffingtonpost.com/entry/is-breastmilk-not-actuall_us_5b9deb6fe4b03a1dcc8ebfea,Have you heard the news? It turns out that nursing your baby is a big waste of effort because formula is just as beneficial as breastmilk.,is-breastmilk-not-actuall,PARENTING
PARENTING,Why I Am Leaving My Kitchen,https://www.huffingtonpost.com/entry/goldman-sachs-letter-from-mom_us_5b9b757de4b03a1dcc77b9f6,"But I'm no employee. Cooking for my family isn't a job I can resign, any more than I can resign as my (mostly) sweet little boy's mom. Plus, he's 5. Harry's not the one who needs to make conscious changes; I am.",goldman-sachs-letter-from-mom,PARENTING
PARENTING,Why Mama Needs to Be Alone,https://www.huffingtonpost.com/entry/why-mama-needs-to-be-alone_us_5b9ddd83e4b03a1dcc8dea5a,"Mama needs to be alone now. Not for too long, just a couple of days. Really, you won't even notice that she is gone. OK, maybe you will. But really, it's for the best.",why-mama-needs-to-be-alone,PARENTING
PARENTING,My Top 10 Parenting Resolutions,https://www.huffingtonpost.com/entry/my-top-10-parenting-resolutions_us_5b9dc253e4b03a1dcc8c86ac,"I have noted lately that fear of disappointment often prevents me from asking my kids to do things with me or for me directly. Instead, I will express bitterness after I've walked the dog alone or folded their laundry.",my-top-10-parenting-resolutions,PARENTING
PARENTING,Sext Education: Sexting = Cyberbullying,https://www.huffingtonpost.com/entry/sext-education-sexting-cyberbullying_us_5b9dc823e4b03a1dcc8cd28e,"When young people sext, they often lose control of the situation quickly. Messages can easily be intercepted or forwarded to unintended recipients, which is a nasty form of cyberbullying.",sext-education-sexting-cyberbullying,WELLNESS
PARENTING,47 Places Where I Have Recently Found Legos,https://www.huffingtonpost.comhttp://www.amalah.com/amalah/2012/09/47-places-where-i-have-recently-found-legos.html#.UFyG3aRSTDV,4. Dryer lint trap 3. In my children's pockets 5. In my handbag 2. In my pockets Read more on Amalah 1. Under the couch cushions,,PARENTING
PARENTING,A Dreaded Day,https://www.huffingtonpost.com/entry/a-dreaded-day_us_5b9df01ae4b03a1dcc8f1ee2,"Truth is, I'd empty half the bank account -- not the whole thing, cause I don't want to end up in a dirty nursing home -- to relive any part of what is now just a memory.",a-dreaded-day,PARENTING
PARENTING,Texting and Etiquette -- A Compass,https://www.huffingtonpost.com/entry/texting-etiquette_us_5b9bd38de4b03a1dcc7a8d23,"As parents, we need to teach our teens about the etiquette of texting. Although we, too, grapple with the same errors as our teens, there is still quite a bit that we can teach them.",texting-etiquette,PARENTING
PARENTING,How To Tell If A Toy Is For Boys Or Girls In One Easy Step,https://www.huffingtonpost.com/entry/how-to-tell-if-a-toy-is-for-boys-or-girls_us_5b9db074e4b03a1dcc8b867c,It's time to resolve the unending but inexplicable confusion over whether girls and boys can play with the same products,how-to-tell-if-a-toy-is-for-boys-or-girls,PARENTING
PARENTING,How To Buy A Christmas Tree With a Preschooler and a Kindergartener,https://www.huffingtonpost.com/entry/how-to-buy-a-christmas-tree-with-little-kids_us_5b9c963be4b03a1dcc8012d7,"In theory, one would think buying a Christmas tree consists of simply driving to a tree sale, choosing a tree, paying for it and then heading home with the tree to set it up. Once you toss two young kids into that equation, you'll need to add a minimum of 97 steps to that theory.",how-to-buy-a-christmas-tree-with-little-kids,PARENTING
PARENTING,What Maggie's Crayon Reminded Me About Parenting,https://www.huffingtonpost.com/entry/parenting-lessons_us_5b9c2842e4b03a1dcc7cb4b3,I'm not a Tiger Mom. I'm not Free Range. And I'm not trying to Have It All. Sometimes -- often -- I'm just trying not to lose it.,parenting-lessons,PARENTING
PARENTING,Can We Talk About Cloth Diapers for a Sec?,https://www.huffingtonpost.com/entry/can-we-talk-about-cloth-diapers-for-a-sec_us_5b9d7220e4b03a1dcc8818ca,Here's what befuddles me: How did cloth diapers go from being a way to contain a baby's excrement to a lifestyle choice? What's with the fluffy bottom fetish?,can-we-talk-about-cloth-diapers-for-a-sec,PARENTING
PARENTING,7 Things on Mom's Holiday To-Don't List,https://www.huffingtonpost.com/entry/holiday-humor_us_5b9c90fbe4b03a1dcc7fddd4,Here are seven things I will surely not be doing during the most wonderful time of the year.  Won't you not join me?,holiday-humor,PARENTING
PARENTING,I Really Hope My Son Gets to Be a Boy Scout,https://www.huffingtonpost.com/entry/letter-to-the-boy-scouts-of-america_us_5b9ccc8ce4b03a1dcc81f87b,"For two weeks we would get to backpack through the wilderness in New Mexico learning outdoor, teambuilding and leadership skills. And for two weeks his mom would hike silently among us while we used words like gay, queer and faggot.",letter-to-the-boy-scouts-of-america,PARENTING
PARENTING,5 Ways to Feel Like a Hot Mama Again!,https://www.huffingtonpost.com/entry/self-confidence_us_5b9cdba2e4b03a1dcc82797b,"Raising kids, running a household, maintaining relationships, working, etc. can make us absolutely exhausted and worn out...",self-confidence,PARENTING
PARENTING,From the Runway to Preschool,https://www.huffingtonpost.com/entry/from-the-runway-to-preschool_us_5b9d7fe2e4b03a1dcc88cc8c,I walked the runway with a kind of joy and excitement in my heart I have never felt before.  I spotted my daughter in the audience clapping for me.,from-the-runway-to-preschool,PARENTING
PARENTING,Kids With Family Routines Are Emotionally And Socially More Advanced (STUDY),https://www.huffingtonpost.com/entry/kids-with-family-routines-healthier_us_5b9decc9e4b03a1dcc8edeac,The study was published in the Journal of Developmental and Behavioral Pediatrics. Kids' mothers also rated their child's,kids-with-family-routines-healthier,PARENTING
PARENTING,Leaving the Apartment: Was it Worth It?,https://www.huffingtonpost.com/entry/new-mom_us_5b9c0528e4b03a1dcc7bd178,"Since it was monsoon season outside, getting another cab would be impossible, so I headed to the nearest subway stop. As",new-mom,ENTERTAINMENT
PARENTING,Son's Grades Slipping: Is it ADD?,https://www.huffingtonpost.com/entry/sons-grades-slipping-is-it-add_us_5b9ddd97e4b03a1dcc8deab7,"The transition to middle school is a big one. Some children get overwhelmed by the pace, the changing of teachers and the many social distractions.",sons-grades-slipping-is-it-add,PARENTING
PARENTING,Kid President's Pep Talk Is The Only One We Need [VIDEO],https://www.huffingtonpost.com/entry/kid-president-pep-talk-soul-pancake-video_us_5b9cc17de4b03a1dcc818c5b,"(h/t Momastery) WATCH: He releases new videos every week in conjunction with ""Soul Pancake,"" Rainn Wilson's feel-good without",kid-president-pep-talk-soul-pancake-video,PARENTING
PARENTING,Kids' Dreams Come True When They Get GIGANTIC Portions Of Their Favorite Foods,https://www.huffingtonpost.com/entry/kids-get-huge-versions-favorite-food_us_5b9dfc50e4b03a1dcc8fed86,Seeing their adorable reactions was absolutely worth the food envy we're feeling right now. Like Us On Facebook | Follow,kids-get-huge-versions-favorite-food,FOOD & DRINK
PARENTING,"Drew Cox, 6, Raises $10,000 At Lemonade Stand For Sick Dad",https://www.huffingtonpost.com/entry/drew-cox-lemonade-stand_us_5b9b93d7e4b03a1dcc78c566,"And help he did. On Saturday, Drew opened his lemonade stand for business on Walnut street. The boy charged 25 cents a cup",drew-cox-lemonade-stand,BUSINESS
PARENTING,The Last Word on the Ban Bossy Campaign,https://www.huffingtonpost.com/entry/the-last-word-on-the-ban-bossy-campaign_us_5b9def2ae4b03a1dcc8f0aeb,Ban Bossy is not about the idea that girls are shamed for being bossy and boys are admired for it. The fact is we don't call boys bossy; we call them a number of other names. Yet none of the names we call boys carry the underlying implication that there is something to be ashamed of.,the-last-word-on-the-ban-bossy-campaign,PARENTING
PARENTING,"Mom, I Hate You!': Uploading Pics of Your Kids on Facebook Can Come Back to Haunt You",https://www.huffingtonpost.com/entry/facebook_us_5b9c8290e4b03a1dcc7f518a,"When my daughter was born, writhing and purple and looking more like a cross between Lord Voldemort and a plucked chicken than I cared to admit, her father grabbed the camera. First weigh in? Check. First bath? Check. These pictures went flying through the ether and up onto Facebook.",facebook,PARENTING
PARENTING,Long Island Middle School Bans Balls To Protect From Injuries,https://www.huffingtonpost.com/entry/long-island-ball-ban_us_5b9d94c3e4b03a1dcc89cb46,"CBS New York also reported that activities like cartwheels are banned ""unless supervised by a coach."" “Kids are kids and",long-island-ball-ban,PARENTING
PARENTING,From Toddler to Teen in One Glance Out the Window,https://www.huffingtonpost.com/entry/from-toddler-to-teen-in-one-glance-out-the-window_us_5b9df6dde4b03a1dcc8fa26f,"I glanced out the kitchen window and the light caught my eye, warm and rosy on my neighbor's wall. Sunset. The sun's rays were shining through the barren winter trees, projecting a silhouette of our old swing set, still and frozen on the side yard.",from-toddler-to-teen-in-one-glance-out-the-window,TRAVEL
PARENTING,Is This the Future of American Values?,https://www.huffingtonpost.com/entry/is-this-the-future-of-ame_us_5b9b496ae4b03a1dcc7656b8,Am I optimistic about future generations of our children? It all depends on whether parents are ready to step up and do what's best for their children.,is-this-the-future-of-ame,PARENTING
PARENTING,Original Baby Names: 14 Newest Names On Nameberry,https://www.huffingtonpost.com/entry/original-baby-names_us_5b9d8716e4b03a1dcc89207d,Written by Pamela Redmond Satran for Nameberry The newest crop of baby names to be added to Nameberry.com are a modern mix,original-baby-names,PARENTING
PARENTING,How To Keep Our Babies Safe,https://www.huffingtonpost.com/entry/how-to-keep-our-babies-safe_us_5b9d1045e4b03a1dcc842fd2,Safe means that you are being your best self and living the life you've imagined even in the face of uncertainty. It means that you are being kind and brave -- to yourself and to others -- even if you are afraid. Even when you don't know what's going to happen next.,how-to-keep-our-babies-safe,WELLNESS
PARENTING,10 Ways Being a Parent Is Like Being on the Miami Dolphins,https://www.huffingtonpost.com/entry/10-ways-being-a-parent-is-like-being-on-the-miami-dolphins_us_5b9da75ae4b03a1dcc8adfc9,"I always find it obnoxious and condescending when someone tells me I can't possible know what something is like because I haven't experienced it. I realized most parents take the same attitude with non-parents, and it's equally obnoxious and condescending. But that doesn't make it false.",10-ways-being-a-parent-is-like-being-on-the-miami-dolphins,PARENTING
PARENTING,"What Tom Stocky, Facebook Employee, Learned During His Paternity Leave (VIDEO)",https://www.huffingtonpost.com/entry/tom-stocky-paternity-leave_us_5b9d56a1e4b03a1dcc86d191,"So, Sunday night he did what people who work at Facebook (and millions who don’t) often do -- he wrote about his life event",tom-stocky-paternity-leave,BUSINESS
PARENTING,ADHD Diagnoses In Children Up 66 Percent,https://www.huffingtonpost.com/entry/adhd-diagnoses-up-by-66-perent_us_5b9b7a2de4b03a1dcc77eac0,"A potential positive within the study, Warner pointed to, is that psychiatrists -- as opposed to pediatricians -- are treating",adhd-diagnoses-up-by-66-perent,PARENTING
PARENTING,A Bucket List for My Baby,https://www.huffingtonpost.com/entry/bucket-list-for-baby_us_5b9ce7c4e4b03a1dcc82dc8a,"When our daughter was born, she was beautiful and she screamed. A lot. We brought her home, she kept screaming, and we told ourselves it was normal. But then it wasn't normal.",bucket-list-for-baby,PARENTING
PARENTING,How to Teach Kids About Their Privates,https://www.huffingtonpost.com/entry/how-to-teach-kids-about-their-privates_us_5b9db021e4b03a1dcc8b81c6,"When it comes to pee-pees and hoo-has, some parents get all fired up about when we should teach our kids about their... um... ""down there"" privates, and what to call them.",how-to-teach-kids-about-their-privates,PARENTING
PARENTING,My Week as the Helicopter Cupid,https://www.huffingtonpost.com/entry/helicoptering-and-oversharing_us_5b9b8c9de4b03a1dcc788646,"In 20 years of writing, I have taken strong positions on reproductive rights, marriage equality, affirmative action... Never have I received as much hate mail as when I admitted that, as a mother, I am flawed.",helicoptering-and-oversharing,PARENTING
FOOD & DRINK,Prime Rib Recipes For An Epic Christmas Dinner,https://www.huffingtonpost.com/entry/prime-rib-recipes_us_5b9ca559e4b03a1dcc808703,There's something about the sheer size of a standing rib roast that makes us hungry.,prime-rib-recipes,FOOD & DRINK
FOOD & DRINK,"The Food Blogs You Should Be Reading Right Now, According To Saveur",https://www.huffingtonpost.com/entry/best-food-blogs_us_5b9dfae3e4b03a1dcc8fd5f1,"If you aren't familiar with these food blogs yet, stop what you're doing and get acquainted.",best-food-blogs,FOOD & DRINK
FOOD & DRINK,"Bulgarian Feta: How The Creamy, Tangy Cheese Won My Heart",https://www.huffingtonpost.com/entry/bulgarian-feta_us_5b9c6fafe4b03a1dcc7ea11c,To all my Greek friends: please don't throw things at me.,bulgarian-feta,FOOD & DRINK
FOOD & DRINK,Tastes Like Spring: 12 Easy Recipes Using The Season's Best Produce,https://www.huffingtonpost.com/entry/spring-recipes_us_5b9ba61ae4b03a1dcc794ea6,"From asparagus to peas to avocados, the markets have come alive with beautiful spring produce. Here are 12 easy vegetable recipes to celebrate the season.",spring-recipes,FOOD & DRINK
FOOD & DRINK,What Makes Champagne Special? A Brief History,https://www.huffingtonpost.com/entry/what-makes-champagne-spec_us_5b9da9cfe4b03a1dcc8b0846,"Whether the producer is one of the great houses -- producing millions of bottles a year -- or a small, grower producer, one can tell at a quick glance that one is in Champagne and not anywhere else in the wine world.",what-makes-champagne-spec,FOOD & DRINK
FOOD & DRINK,Rhubarb Recipe Showdown: Send Us Your Best Recipes,https://www.huffingtonpost.com/entry/rhubarb-recipe-contest_us_5b9ba4dae4b03a1dcc7943c2,"How you can enter: Send us an email at kitchendaily@huffingtonpost.com with your recipe, a photo of your rhubarb dish and",rhubarb-recipe-contest,FOOD & DRINK
FOOD & DRINK,Meatless Monday Recipes,https://www.huffingtonpost.com/entry/meatless-recipes_us_5b9c0732e4b03a1dcc7bdcd5,"It is no secret that I love meat. From time to time, however, I try to eat meals that are based on vegetables, tofu, or beans.",meatless-recipes,FOOD & DRINK
FOOD & DRINK,LOT18 Tasting Room Is The First Wine Club To Get It Right,https://www.huffingtonpost.com/entry/wine-club-lot18_us_5b9d19a4e4b03a1dcc8472ab,Lots of bottles are involved.,wine-club-lot18,FOOD & DRINK
FOOD & DRINK,Cinco de Mayo,https://www.huffingtonpost.com/entry/cinco-de-mayo-recipes_us_5b9ba213e4b03a1dcc792ca4,"With Cinco de Mayo around the corner, we've planned a Mexican fiesta full of spicy cocktails, guacamole, tacos, and more!",cinco-de-mayo-recipes,FOOD & DRINK
FOOD & DRINK,Grandma's Bran Muffins,https://www.huffingtonpost.com/entry/grandmas-bran-muffins_us_5b9d3310e4b03a1dcc8570d2,Goodbye cardboard!,grandmas-bran-muffins,FOOD & DRINK
FOOD & DRINK,Jerusalem Cookbook: An Interview With Ottolenghi And Tamimi,https://www.huffingtonpost.com/entry/jerusalem-cookbook_us_5b9c74a0e4b03a1dcc7ecef4,"Tamimi: Markets, street foods, the smells and the colors of the old city are my earliest food memories. Seasonal smells, coffee",jerusalem-cookbook,FOOD & DRINK
FOOD & DRINK,Devil's Food Cake vs. Chocolate Cake: What's The Difference?,https://www.huffingtonpost.com/entry/devils-food-cake_us_5b9d6f2fe4b03a1dcc87f496,What's the difference?,devils-food-cake,FOOD & DRINK
FOOD & DRINK,THUG KITCHEN: Roasted Strawberry Salad Recipe Ain't Nothin' but Plant Nachos,https://www.huffingtonpost.com/entry/thug-kitchen-roasted-stra_us_5b9d208fe4b03a1dcc84b3a1,Thug Kitchen's Roasted Strawberry Salad: basically plant nachos.,thug-kitchen-roasted-stra,FOOD & DRINK
FOOD & DRINK,Food Words We Hate: Succulent,https://www.huffingtonpost.com/entry/succulent-food-words-hate_us_5b9d2961e4b03a1dcc850930,Or moist. Or yummy.,succulent-food-words-hate,FOOD & DRINK
FOOD & DRINK,The FreezCube Provides A Spoiler Alert For Your Freezer (PHOTO),https://www.huffingtonpost.com/entry/freezcube-photo-freezer_us_5b9dcdfde4b03a1dcc8d1e4e,Are you sure you should eat that? Neither are we.,freezcube-photo-freezer,FOOD & DRINK
FOOD & DRINK,Sugar Plum Recipes (PHOTOS),https://www.huffingtonpost.com/entry/sugar-plum-recipes_us_5b9d6981e4b03a1dcc87b687,Don't let this summer fruit pass you by.,sugar-plum-recipes,FOOD & DRINK
FOOD & DRINK,How To Eat Vegan Even In A One-Stoplight Town,https://www.huffingtonpost.com/entry/how-to-eat-vegan_us_5b9c6dc5e4b03a1dcc7e90f8,So you don't live on the Upper East Side. Perhaps you live in small-town America. Here's a small-town girl's guide to eating vegan wherever you live.,how-to-eat-vegan,WELLNESS
FOOD & DRINK,Green Dessert Recipes For St. Patrick's Day (PHOTOS),https://www.huffingtonpost.com/entry/green-dessert-st-patricks_us_5b9ce809e4b03a1dcc82de42,Or maybe not. But they're the best way to get in the St. Paddy's Day spirit.,green-dessert-st-patricks,FOOD & DRINK
FOOD & DRINK,There Are Plenty of Other Fish in the Sea (Why Aren't You Eating Them?),https://www.huffingtonpost.com/entry/sustainable-seafood_us_5b9d4222e4b03a1dcc860318,People everywhere should be as open to experimenting with unfamiliar fish as they are to feasting on obscure parts of a pig.,sustainable-seafood,FOOD & DRINK
FOOD & DRINK,7 Recipes to Cook Sunday and Eat All Week Long,https://www.huffingtonpost.com/entry/7-recipes-to-cook-sunday_us_5b9dfce7e4b03a1dcc8ffb8d,It becomes too easy to justify a Seamless web order just so you have one less thing on your plate to worry about.,7-recipes-to-cook-sunday,FOOD & DRINK
FOOD & DRINK,6 Easy Summertime Seafood Recipes,https://www.huffingtonpost.com/entry/6-easy-summertime-seafood_us_5b9d46c7e4b03a1dcc8639f5,"Whether you need a quick weeknight meal or impressive dish for entertaining, these seafood recipes have you covered.",6-easy-summertime-seafood,FOOD & DRINK
FOOD & DRINK,Down on the Wine Farm,https://www.huffingtonpost.com/entry/down-on-the-wine-farm_us_5b9d303de4b03a1dcc8558bb,"So the next time you raise a glass of something very aromatic, very elegant and very expensive, remember to toast the folks driving the tractors. Toast their colleagues who dig dirt and shovel dung. All of that, plus sweat and passion, ended up in your glass.",down-on-the-wine-farm,FOOD & DRINK
FOOD & DRINK,"Balm Chicky Balm Balm, '70s Adult Film-Inspired Lip Balm",https://www.huffingtonpost.com/entry/balm-chicky-balm-balm-a-s_us_5b9d7761e4b03a1dcc88574f,Balm chicky balm balm...,balm-chicky-balm-balm-a-s,STYLE & BEAUTY
FOOD & DRINK,10-Minute 'Soft-Serve' You Can Make In Your Food Processor,https://www.huffingtonpost.com/entry/homemade-soft-serve_us_5b9bf5f9e4b03a1dcc7b657f,The secret to making creamy 'soft-serve' without a special machine lies in the bananas -- they're inherently soft and a little gooey when they're ripe.,homemade-soft-serve,FOOD & DRINK
FOOD & DRINK,15 Food Reasons Italians Are Better At Life (PHOTOS),https://www.huffingtonpost.com/entry/italian-food-better-life_us_5b9dd9a3e4b03a1dcc8db4b8,"In Italy, the coffee is hot and to the point, the mozzarella is fresh and the people eat with gusto.",italian-food-better-life,FOOD & DRINK
FOOD & DRINK,Who Put Hazelnuts in My Chocolate? The History of Nutella,https://www.huffingtonpost.com/entry/who-put-hazelnuts-in-my-c_us_5b9dadf2e4b03a1dcc8b5b57,"Is there really any difference between Nutella and its pricier, small-batch counterparts?",who-put-hazelnuts-in-my-c,FOOD & DRINK
FOOD & DRINK,Top 10 Spirits Money Can Buy,https://www.huffingtonpost.com/entry/top-10-spirits_us_5b9da6f4e4b03a1dcc8ad5a7,"If money were no object, what would you drink?",top-10-spirits,FOOD & DRINK
FOOD & DRINK,Cherry Sake Cocktails,https://www.huffingtonpost.com/entry/cherry-sake-cocktails_us_5b9d0f32e4b03a1dcc842174,"This cherry cocktail might be just what we need to think spring,",cherry-sake-cocktails,FOOD & DRINK
FOOD & DRINK,The 100 All-Time Best Chocolate Recipes (PHOTOS),https://www.huffingtonpost.com/entry/chocolate-recipes-cake-cookies_us_5b9d1074e4b03a1dcc843465,"We're warning you, this will make you hungry.",chocolate-recipes-cake-cookies,FOOD & DRINK
FOOD & DRINK,Leftover Champagne Recipes That Make Great Use Of Your Bubbly,https://www.huffingtonpost.com/entry/champagne-recipe_us_5b9ca9a0e4b03a1dcc80a853,"Make good use of your bubbly this year... If you don't finish it all on New Year's Eve, that is.",champagne-recipe,FOOD & DRINK
FOOD & DRINK,Fork-In-The-Road Tarragon Mustard Crusted Filet Of Beef,https://www.huffingtonpost.com/entry/filet-of-beef_us_5b9b8412e4b03a1dcc783811,"Sometimes life calls for a filet, a tender, luxurious cut of meat that says ""good job, laddie, you deserve a treat.""  This recipe calls for petite filets, a tidy, juicy shoulder cut of beef.",filet-of-beef,FOOD & DRINK
FOOD & DRINK,Apple Brown Betty Redux,https://www.huffingtonpost.com/entry/apple-brown-betty-redux_us_5b9c6784e4b03a1dcc7e6264,"Until now, I had never tried an apple brown Betty. It is absolutely delicious and easy to make.",apple-brown-betty-redux,FOOD & DRINK
FOOD & DRINK,The Dahlia Bakery Cookbook And A Conversation With Chef Tom Douglas,https://www.huffingtonpost.com/entry/dahlia-bakery-cookbook_us_5b9cb48ee4b03a1dcc810d92,"Like everything Tom Douglas touches, his most recent cookbook is fast turning to gold as bakers swoop it up to recreate a peanut butter cookie that Nora Ephron termed ""the greatest cookie ever, ever, ever.""",dahlia-bakery-cookbook,FOOD & DRINK
FOOD & DRINK,"The 18 Best Ways To Cook Potatoes, In Order",https://www.huffingtonpost.com/entry/best-ways-to-cook-potatoes_us_5b9d98b7e4b03a1dcc89f7d4,Plus: why they are the Mariah Carey of vegetables.,best-ways-to-cook-potatoes,FOOD & DRINK
FOOD & DRINK,10 Kids Foods We Wish Were For Adults,https://www.huffingtonpost.com/entry/10-kids-foods-we-wish-wer_us_5b9debc6e4b03a1dcc8ec9ea,"Watch out kiddos, we're about to steal your snacks.",10-kids-foods-we-wish-wer,FOOD & DRINK
